exp,n,k,m,depth,run,role,circuit,gates,acir,compile_s,witness_s,prove_s,verify_s,proof_bytes,peak_mb
2,4000,4,1000,24,1,inner_segment,sub_2,2137859,268748,14.1479,2.2841,37.4762,,,3280.01
2,4000,4,1000,24,1,inner_segment,sub_3,2137859,268748,14.1479,2.3005,37.4525,,,3280.06
2,4000,4,1000,24,1,outer_recursive,recursion,3020927,9102,0.3798,0.2291,40.9348,0.0139,14656,4119.66
2,4000,4,1000,24,2,inner_segment,sub_0,2137859,268748,14.1479,2.3628,37.6263,,,3279.77
2,4000,4,1000,24,2,inner_segment,sub_1,2137859,268748,14.1479,2.5452,38.2719,,,3280.0
2,4000,4,1000,24,2,inner_segment,sub_2,2137859,268748,14.1479,2.2807,37.5627,,,3279.92
2,4000,4,1000,24,2,inner_segment,sub_3,2137859,268748,14.1479,2.282,37.4469,,,3280.13
2,4000,4,1000,24,2,outer_recursive,recursion,3020927,9102,0.2362,0.2281,40.9985,0.0138,14656,4132.72
2,4000,2,2000,24,1,inner_segment,sub_0,4274859,537748,30.0777,4.3646,71.3023,,,6195.14
2,4000,2,2000,24,1,inner_segment,sub_1,4274859,537748,30.0777,4.2758,70.8658,,,6195.13
2,4000,2,2000,24,1,outer_recursive,recursion,1483319,8552,0.3435,0.2187,21.0079,0.0157,14656,2144.04
2,4000,2,2000,24,2,inner_segment,sub_0,4274859,537748,30.0777,4.4003,70.8298,,,6195.1
2,4000,2,2000,24,2,inner_segment,sub_1,4274859,537748,30.0777,4.2625,70.7822,,,6195.07
2,4000,2,2000,24,2,outer_recursive,recursion,1483319,8552,0.2209,0.2196,21.0213,0.0156,14656,2110.11
2,5000,2,2500,25,1,inner_segment,sub_0,5557648,699737,39.7849,6.0052,80.1744,,,7495.08
2,5000,2,2500,25,1,inner_segment,sub_1,5557648,699737,39.7849,5.8018,79.9224,,,7495.24
2,5000,2,2500,25,1,outer_recursive,recursion,1485490,10574,0.4051,0.2302,20.9355,0.0156,14656,2099.55
2,5000,2,2500,25,2,inner_segment,sub_0,5557648,699737,39.7849,5.9912,81.0086,,,7495.03
2,5000,2,2500,25,2,inner_segment,sub_1,5557648,699737,39.7849,5.8216,80.1482,,,7495.09
2,5000,2,2500,25,2,outer_recursive,recursion,1485490,10574,0.2189,0.2325,21.1322,0.0176,14656,2123.07
2,5000,8,625,25,1,inner_segment,sub_0,1389991,174737,8.7752,1.5573,15.821,,,2052.12
2,5000,8,625,25,1,inner_segment,sub_1,1389991,174737,8.7752,1.6184,22.4015,,,2052.06
2,5000,8,625,25,1,inner_segment,sub_2,1389991,174737,8.7752,1.6534,22.0876,,,2052.32
2,5000,8,625,25,1,inner_segment,sub_3,1389991,174737,8.7752,1.6309,22.0577,,,2052.25
2,5000,8,625,25,1,inner_segment,sub_4,1389991,174737,8.7752,1.6334,21.9732,,,2051.97
2,5000,8,625,25,1,inner_segment,sub_5,1389991,174737,8.7752,1.642,22.0133,,,2052.08
2,5000,8,625,25,1,inner_segment,sub_6,1389991,174737,8.7752,1.6217,22.0213,,,2052.26
2,5000,8,625,25,1,inner_segment,sub_7,1389991,174737,8.7752,1.6357,22.0046,,,2051.92
2,5000,8,625,25,1,outer_recursive,recursion,6098830,12290,0.4437,0.2606,77.7638,0.0129,14656,8215.54
2,5000,8,625,25,2,inner_segment,sub_0,1389991,174737,8.7752,1.7748,23.3072,,,2051.88
2,5000,8,625,25,2,inner_segment,sub_1,1389991,174737,8.7752,1.6291,22.8365,,,2052.12
2,5000,8,625,25,2,inner_segment,sub_2,1389991,174737,8.7752,1.6967,23.4857,,,2051.99
2,5000,8,625,25,2,inner_segment,sub_3,1389991,174737,8.7752,1.7347,23.6627,,,2052.12
2,5000,8,625,25,2,inner_segment,sub_4,1389991,174737,8.7752,1.6395,22.1848,,,2051.87
2,5000,8,625,25,2,inner_segment,sub_5,1389991,174737,8.7752,1.6254,22.0924,,,2052.05
2,5000,8,625,25,2,inner_segment,sub_6,1389991,174737,8.7752,1.6413,23.3047,,,2051.94
2,5000,8,625,25,2,inner_segment,sub_7,1389991,174737,8.7752,1.6913,22.9533,,,2051.93
2,5000,8,625,25,2,outer_recursive,recursion,6098830,12290,0.2416,0.262,78.108,0.0755,14656,8170.59
